index	line_no	section	name	declared_n	raw_lines	text_rows	multimodal_rows	json_errors	empty_lines	no_conversations	path
391	424	=== dataanalyse_swiftmeta.json ===	c150358_general_caption_cn_origin_add_think_20250530_v1_r35720.jsonl_194a7c9c	969	5273	0	5273	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150358_general_caption_cn_origin_add_think_20250530_v1_r35720.jsonl_194a7c9c.jsonl
392	425	=== dataanalyse_swiftmeta.json ===	c150370_poster_caption_20250715_v1_r7275.jsonl_1368a380	984	6252	0	6252	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150370_poster_caption_20250715_v1_r7275.jsonl_1368a380.jsonl
393	426	=== dataanalyse_swiftmeta.json ===	c150258_industry_research_report_table_qa_20250521_v1_r8814.jsonl_1494cef9	870	6023	0	6023	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150258_industry_research_report_table_qa_20250521_v1_r8814.jsonl_1494cef9.jsonl
394	427	=== dataanalyse_swiftmeta.json ===	c150264_table_qa_20250521_v1_r8212.jsonl_667a407f	606	7692	0	7692	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150264_table_qa_20250521_v1_r8212.jsonl_667a407f.jsonl
395	428	=== dataanalyse_swiftmeta.json ===	c150257_CoSyn_400k_table_20250521_v1_r8437.jsonl_a39e2e78	225	5727	0	5727	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150257_CoSyn_400k_table_20250521_v1_r8437.jsonl_a39e2e78.jsonl
396	429	=== dataanalyse_swiftmeta.json ===	c150371_caption_reflux_20250715_v1_r8610.jsonl_444ece5e	1095	6953	0	6953	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150371_caption_reflux_20250715_v1_r8610.jsonl_444ece5e.jsonl
397	430	=== dataanalyse_swiftmeta.json ===	ai2d_train_12k_en_cot_20240731_Doubao-1.5-thinking-pro_20250527check_thinking_bde2c36b	587	4968	0	4968	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/ai2d_train_12k_en_cot_20240731_Doubao-1.5-thinking-pro_20250527check_thinking_bde2c36b.jsonl
398	431	=== dataanalyse_swiftmeta.json ===	identify_20250620check_b7525a2b	1089	7547	0	7547	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/identify_20250620check_b7525a2b.jsonl
399	432	=== dataanalyse_swiftmeta.json ===	c150256_CoSyn_400k_chart_20250521_v1_r15975.jsonl_d62bb049	55	8390	0	8390	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150256_CoSyn_400k_chart_20250521_v1_r15975.jsonl_d62bb049.jsonl
400	433	=== dataanalyse_swiftmeta.json ===	mmmu_tiku_gpt4o_20240626_18k_filtered_valid16k_20240816_v1_filtered_thinking_6eb07c01	1397	9678	0	9678	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mmmu_tiku_gpt4o_20240626_18k_filtered_valid16k_20240816_v1_filtered_thinking_6eb07c01.jsonl
401	434	=== dataanalyse_swiftmeta.json ===	mmmu_knowledge_google_gpt4o_50k_20241106check_20241217filtered_thinking_f96b1bf3	1083	6882	0	6882	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mmmu_knowledge_google_gpt4o_50k_20241106check_20241217filtered_thinking_f96b1bf3.jsonl
402	435	=== dataanalyse_swiftmeta.json ===	KAI-KratosAI_qwen35-plus_20260324_b0db75a7	9	89	0	89	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/KAI-KratosAI_qwen35-plus_20260324_b0db75a7.jsonl
403	436	=== dataanalyse_swiftmeta.json ===	M6Doc_val2017_qwen35-plus_20260324_80262d50	47	548	0	548	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/M6Doc_val2017_qwen35-plus_20260324_80262d50.jsonl
404	437	=== dataanalyse_swiftmeta.json ===	M6Doc_train2017_qwen35-plus_20260324_35cb7c53	188	3263	0	3263	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/M6Doc_train2017_qwen35-plus_20260324_35cb7c53.jsonl
405	438	=== dataanalyse_swiftmeta.json ===	docvqa_qwen35-plus_20260324_0b1beab1	666	7718	0	7718	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/docvqa_qwen35-plus_20260324_0b1beab1.jsonl
406	439	=== dataanalyse_swiftmeta.json ===	chartqa_trainval_30k_w_csv_en_20240402_20240812_qwen35-plus_20260324_0b3332ac	1959	17029	0	17029	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/chartqa_trainval_30k_w_csv_en_20240402_20240812_qwen35-plus_20260324_0b3332ac.jsonl
407	440	=== dataanalyse_swiftmeta.json ===	DoTA_part2_qwen35-plus_20260324_dece8ae8	754	13095	0	13095	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/DoTA_part2_qwen35-plus_20260324_dece8ae8.jsonl
408	441	=== dataanalyse_swiftmeta.json ===	DoTA_part7_qwen35-plus_20260324_2c953cae	712	12366	0	12366	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/DoTA_part7_qwen35-plus_20260324_2c953cae.jsonl
409	442	=== dataanalyse_swiftmeta.json ===	DoTA_part4_qwen35-plus_20260324_ab7732b5	731	12706	0	12706	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/DoTA_part4_qwen35-plus_20260324_ab7732b5.jsonl
410	443	=== dataanalyse_swiftmeta.json ===	DoTA_part1_qwen35-plus_20260324_3f0ac2fd	742	12894	0	12894	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/DoTA_part1_qwen35-plus_20260324_3f0ac2fd.jsonl
411	444	=== dataanalyse_swiftmeta.json ===	DoTA_part6_qwen35-plus_20260324_62d7ce30	747	12976	0	12976	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/DoTA_part6_qwen35-plus_20260324_62d7ce30.jsonl
412	445	=== dataanalyse_swiftmeta.json ===	DoTA_part5_qwen35-plus_20260324_e2dd4baf	727	12629	0	12629	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/DoTA_part5_qwen35-plus_20260324_e2dd4baf.jsonl
413	446	=== dataanalyse_swiftmeta.json ===	DoTA_part3_qwen35-plus_20260324_c2d0e8ac	740	12862	0	12862	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/DoTA_part3_qwen35-plus_20260324_c2d0e8ac.jsonl
414	447	=== dataanalyse_swiftmeta.json ===	MME_en_20240415_20240816_d8ec47e2	46	117	0	117	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/MME_en_20240415_20240816_d8ec47e2.jsonl
415	448	=== dataanalyse_swiftmeta.json ===	SROIE_information_extraction_multi_turn_20240620_20240816_ad966b20	65	619	0	619	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/SROIE_information_extraction_multi_turn_20240620_20240816_ad966b20.jsonl
416	449	=== dataanalyse_swiftmeta.json ===	FOX_cn_box_ocr_20251121_6eff036f	8	82	0	82	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/FOX_cn_box_ocr_20251121_6eff036f.jsonl
417	450	=== dataanalyse_swiftmeta.json ===	FOX_en_box_ocr_20251121_e3f5acf8	13	137	0	137	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/FOX_en_box_ocr_20251121_e3f5acf8.jsonl
418	451	=== dataanalyse_swiftmeta.json ===	POIE_information_extraction_multi_turn_20240620_20240816_6fe73a7f	236	2234	0	2234	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/POIE_information_extraction_multi_turn_20240620_20240816_6fe73a7f.jsonl
419	452	=== dataanalyse_swiftmeta.json ===	credit_card_v1.0_380cac68	129	1221	0	1221	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/credit_card_v1.0_380cac68.jsonl
420	453	=== dataanalyse_swiftmeta.json ===	diagram_image_to_text_gpt4o_en_20240814_25a9fff0	21	287	0	287	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/diagram_image_to_text_gpt4o_en_20240814_25a9fff0.jsonl
421	454	=== dataanalyse_swiftmeta.json ===	crohme23_truephoto_train_20241126check_d89ad052	310	897	0	897	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/crohme23_truephoto_train_20241126check_d89ad052.jsonl
422	455	=== dataanalyse_swiftmeta.json ===	book_qa_v1_69c67130	75	1291	0	1291	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/book_qa_v1_69c67130.jsonl
423	456	=== dataanalyse_swiftmeta.json ===	chrome_writting_en_20240814_93c53698	296	6851	0	6851	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/chrome_writting_en_20240814_93c53698.jsonl
424	457	=== dataanalyse_swiftmeta.json ===	SIBR_fd791465	799	18933	0	18933	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/SIBR_fd791465.jsonl
425	458	=== dataanalyse_swiftmeta.json ===	crohme23_offHME_train_20241126check_0880f161	649	7518	0	7518	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/crohme23_offHME_train_20241126check_0880f161.jsonl
426	459	=== dataanalyse_swiftmeta.json ===	cdla_markdown_20251125_c7250903	324	2815	0	2815	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cdla_markdown_20251125_c7250903.jsonl
427	460	=== dataanalyse_swiftmeta.json ===	docvqa_markdown_20251208_dd6df5a4	159	1878	0	1878	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/docvqa_markdown_20251208_dd6df5a4.jsonl
428	461	=== dataanalyse_swiftmeta.json ===	financial_ocr_v1.0_2_c4288215	311	1475	0	1475	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/financial_ocr_v1.0_2_c4288215.jsonl
429	462	=== dataanalyse_swiftmeta.json ===	financial_ocr_v1.0_1_530ba269	210	1242	0	1242	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/financial_ocr_v1.0_1_530ba269.jsonl
430	463	=== dataanalyse_swiftmeta.json ===	funsd_20241126check_c9aa5494	284	1794	0	1794	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/funsd_20241126check_c9aa5494.jsonl
431	464	=== dataanalyse_swiftmeta.json ===	chemistry_ocr_gaokao_08_24_20240623_v1_r6699_20241227filtered_b108aa47	490	5671	0	5671	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/chemistry_ocr_gaokao_08_24_20240623_v1_r6699_20241227filtered_b108aa47.jsonl
432	465	=== dataanalyse_swiftmeta.json ===	docmatix_single_20k_en_20240902_2e3ee72e	212	19673	0	19673	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/docmatix_single_20k_en_20240902_2e3ee72e.jsonl
433	466	=== dataanalyse_swiftmeta.json ===	docmatix_multi_20k_en_20240902_c0527be2	203	18872	0	18872	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/docmatix_multi_20k_en_20240902_c0527be2.jsonl
434	467	=== dataanalyse_swiftmeta.json ===	docvqa_train_56k_en_20240402_20240812_78f26efc	319	55400	0	55400	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/docvqa_train_56k_en_20240402_20240812_78f26efc.jsonl
435	468	=== dataanalyse_swiftmeta.json ===	diagram_train_r35971_20250401check_2c93235e	1910	35402	0	35402	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/diagram_train_r35971_20250401check_2c93235e.jsonl
436	469	=== dataanalyse_swiftmeta.json ===	full_page_ocr_en_v1.0_1f1dbf43	379	3595	0	3595	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/full_page_ocr_en_v1.0_1f1dbf43.jsonl
437	470	=== dataanalyse_swiftmeta.json ===	industry_research_report_QA_v1.1.jsonl_6afcd32f	332	15749	0	15749	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/industry_research_report_QA_v1.1.jsonl_6afcd32f.jsonl
438	471	=== dataanalyse_swiftmeta.json ===	industrial_research_report_woBox_caption_v1.0.jsonl_e4abcd25	430	4720	0	4720	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/industrial_research_report_woBox_caption_v1.0.jsonl_e4abcd25.jsonl
439	472	=== dataanalyse_swiftmeta.json ===	info_markdown_en_20240402_20240815_v1_20241217filtered_7996ef34	538	3118	0	3118	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/info_markdown_en_20240402_20240815_v1_20241217filtered_7996ef34.jsonl
440	473	=== dataanalyse_swiftmeta.json ===	document_train_r72262_20250401check_1a4158dd	1032	71652	0	71652	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/document_train_r72262_20250401check_1a4158dd.jsonl
441	474	=== dataanalyse_swiftmeta.json ===	infovqa_train_25k_24patch_en_20240402_fix_hw_20240812_78a22b4e	463	5368	0	5368	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/infovqa_train_25k_24patch_en_20240402_fix_hw_20240812_78a22b4e.jsonl
442	475	=== dataanalyse_swiftmeta.json ===	infographics_20240403_qa_20240407_v2_20240812_3247a902	1073	16961	0	16961	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/infographics_20240403_qa_20240407_v2_20240812_3247a902.jsonl
443	476	=== dataanalyse_swiftmeta.json ===	info_markdown_v4_datalab_v3_merge_20240616_filter_20240815_v1_20241217filtered_fc203f8b	141	4470	0	4470	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/info_markdown_v4_datalab_v3_merge_20240616_filter_20240815_v1_20241217filtered_fc203f8b.jsonl
444	477	=== dataanalyse_swiftmeta.json ===	m6doc_full_page_ocr_cn_56edee5e	18	614	0	614	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/m6doc_full_page_ocr_cn_56edee5e.jsonl
445	478	=== dataanalyse_swiftmeta.json ===	llavar_inhouse_sft_chat_20240521_20240816_20241217filtered_2c598643	619	15665	0	15665	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/llavar_inhouse_sft_chat_20240521_20240816_20241217filtered_2c598643.jsonl
446	479	=== dataanalyse_swiftmeta.json ===	infovqa_train_25k_en_20240402_20240812_ffd2a34c	208	24276	0	24276	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/infovqa_train_25k_en_20240402_20240812_ffd2a34c.jsonl
447	480	=== dataanalyse_swiftmeta.json ===	info_markdown_v2_en_20240402_20240815_v1_20241217filtered_af307674	1018	7859	0	7859	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/info_markdown_v2_en_20240402_20240815_v1_20241217filtered_af307674.jsonl
448	481	=== dataanalyse_swiftmeta.json ===	infovqa_train_25k_en_20240402_gpt4o_20240812_3e0785ca	1105	4268	0	4268	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/infovqa_train_25k_en_20240402_gpt4o_20240812_3e0785ca.jsonl
449	482	=== dataanalyse_swiftmeta.json ===	meme_translation_20251125_4f51b252	1990	4192	0	4192	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/meme_translation_20251125_4f51b252.jsonl
450	483	=== dataanalyse_swiftmeta.json ===	mtvqa_train_multi_20240904_340642b1	31	6345	0	6345	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mtvqa_train_multi_20240904_340642b1.jsonl
451	484	=== dataanalyse_swiftmeta.json ===	nutrition_train_r7049_20250401check_2465c495	368	6986	0	6986	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/nutrition_train_r7049_20250401check_2465c495.jsonl
452	485	=== dataanalyse_swiftmeta.json ===	infographic_longcaption_v1.3.jsonl_11ddf775	1941	14989	0	14989	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/infographic_longcaption_v1.3.jsonl_11ddf775.jsonl
453	486	=== dataanalyse_swiftmeta.json ===	infographic_markdown_v1.3.jsonl_116b1b8e	675	13027	0	13027	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/infographic_markdown_v1.3.jsonl_116b1b8e.jsonl
454	487	=== dataanalyse_swiftmeta.json ===	mpdocvqa_sp_smallImg_20241126check_8579e88d	843	39075	0	39075	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mpdocvqa_sp_smallImg_20241126check_8579e88d.jsonl
455	488	=== dataanalyse_swiftmeta.json ===	mapqa_suv_en_20240402_20240816_0267a469	37	35312	0	35312	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mapqa_suv_en_20240402_20240816_0267a469.jsonl
456	489	=== dataanalyse_swiftmeta.json ===	pixmo_digrams_v1_fbc152e7	859	16270	0	16270	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/pixmo_digrams_v1_fbc152e7.jsonl
457	490	=== dataanalyse_swiftmeta.json ===	serial-scanned.jsonl_d04f11d6	159	754	0	754	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/serial-scanned.jsonl_d04f11d6.jsonl
458	491	=== dataanalyse_swiftmeta.json ===	HME100K_20241126_promptchange_20241127check_df2c2e2f	1069	62023	0	62023	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/HME100K_20241126_promptchange_20241127check_df2c2e2f.jsonl
459	492	=== dataanalyse_swiftmeta.json ===	physics_ocr_gaokao_08_24_20240623_v1_r6846_20e6bf19	546	6322	0	6322	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/physics_ocr_gaokao_08_24_20240623_v1_r6846_20e6bf19.jsonl
460	493	=== dataanalyse_swiftmeta.json ===	math_ocr_08_24_mathpix_20240623_v1_r15528_ffa4fd4b	2464	14273	0	14273	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/math_ocr_08_24_mathpix_20240623_v1_r15528_ffa4fd4b.jsonl
461	494	=== dataanalyse_swiftmeta.json ===	mpdocvqa_en_20241008_8bcf2230	270	37616	0	37616	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mpdocvqa_en_20241008_8bcf2230.jsonl
462	495	=== dataanalyse_swiftmeta.json ===	BizLic_t2_aug_v1.0_56358d31	176	33573	0	33573	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/BizLic_t2_aug_v1.0_56358d31.jsonl
463	496	=== dataanalyse_swiftmeta.json ===	ocr_math_formula_haoweilai_20241126check_d8eaf3ab	956	22166	0	22166	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/ocr_math_formula_haoweilai_20241126check_d8eaf3ab.jsonl
464	497	=== dataanalyse_swiftmeta.json ===	CASIA-CSDB_val_20251124_1e5e8bc8	140	34871	0	34871	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/CASIA-CSDB_val_20251124_1e5e8bc8.jsonl
465	498	=== dataanalyse_swiftmeta.json ===	pixmo_other_v1_687e640a	608	70671	0	70671	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/pixmo_other_v1_687e640a.jsonl
466	499	=== dataanalyse_swiftmeta.json ===	xingce_zhenti_reasoning_graph_v3_5576c327	423	2453	0	2453	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/xingce_zhenti_reasoning_graph_v3_5576c327.jsonl
467	500	=== dataanalyse_swiftmeta.json ===	arxiv_table_65k_en_20240403_20240816_4ff05f27	617	28597	0	28597	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/arxiv_table_65k_en_20240403_20240816_4ff05f27.jsonl
468	501	=== dataanalyse_swiftmeta.json ===	BizLic_aug_v1.0_de4a9e5a	213	40404	0	40404	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/BizLic_aug_v1.0_de4a9e5a.jsonl
469	502	=== dataanalyse_swiftmeta.json ===	sujet_finance_qa_vision_en_20240903_afea7205	957	18146	0	18146	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/sujet_finance_qa_vision_en_20240903_afea7205.jsonl
470	503	=== dataanalyse_swiftmeta.json ===	xingce_zhenti_data_analysis_v3_1e4faeb3	1274	10060	0	10060	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/xingce_zhenti_data_analysis_v3_1e4faeb3.jsonl
471	504	=== dataanalyse_swiftmeta.json ===	xingce_zhenti_math_v3_2c50391f	1277	7397	0	7397	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/xingce_zhenti_math_v3_2c50391f.jsonl
